Year,Country,Fuels_Coal,Fuels_Oil,Fuels_Gas,Fuels_Cement,Fuels_Flaring,Fuels_Bunkers,Fuels_Total
1901,DEU,88.04,0.813,0.0,0.0,0.0,0.0,88.85300000000001
1902,DEU,86.2869904952132,0.828009504786831,0.0,0.0,0.0,0.0,87.11500000000004
1903,DEU,92.9039906905818,0.873009309418188,0.0,0.0,0.0,0.0,93.777
1904,DEU,96.2990092184864,0.895990781513643,0.0,0.0,0.0,0.0,97.19500000000004
1905,DEU,103.477,0.869,0.0,0.0,0.0,0.0,104.346
1906,DEU,97.9010089185386,0.880991081461385,0.0,0.0,0.0,0.0,98.78199999999998
1907,DEU,119.739,0.944,0.0,0.0,0.0,0.0,120.683
1908,DEU,120.901,0.999,0.0,0.0,0.0,0.0,121.9
1909,DEU,120.670007713245,0.937992286755092,0.0,0.0,0.0,0.0,121.60800000000008
1910,DEU,120.586,0.966,0.0,0.0,0.0,0.0,121.552
1911,DEU,124.219,0.941,0.0,0.0,0.0,0.0,125.16
1912,DEU,135.174,1.049,0.0,0.0,0.0,0.0,136.223
1913,DEU,145.071,0.967,0.0,0.0,0.0,0.0,146.038
1914,DEU,135.805,0.092,0.0,0.0,0.0,0.0,135.89700000000002
1915,DEU,126.256,0.083,0.0,0.0,0.0,0.0,126.339
1916,DEU,136.575,0.078,0.0,0.0,0.0,0.0,136.653
1917,DEU,143.094999469163,0.0760005308374659,0.0,0.0,0.0,0.0,143.17100000000048
1918,DEU,137.365,0.032,0.0,0.0,0.0,0.0,137.39700000000002
1919,DEU,105.708,0.031,0.0,0.0,0.0,0.0,105.739
1920,DEU,117.113,0.029,0.0,0.0,0.0,0.0,117.142
1921,DEU,129.111,0.032,0.0,0.0,0.0,0.0,129.143
1922,DEU,124.272,0.035,0.0,0.0,0.0,0.0,124.307
1923,DEU,90.5490004746504,0.0429995253496407,0.0,0.0,0.0,0.0,90.59200000000004
1924,DEU,123.256999602611,0.0490003973885893,0.0,0.0,0.0,0.0,123.3059999999996
1925,DEU,124.952,0.066,0.0,0.0,0.0,0.0,125.018
1926,DEU,112.70300070932,0.079999290679529,0.0,0.0,0.0,0.0,112.78299999999952
1927,DEU,131.327999702948,0.0,0.0,0.0,0.0,0.0,131.327999702948
1928,DEU,136.79,0.0,0.0,1.04049236220472,0.0,0.0,137.83049236220472
1929,DEU,146.199,0.0,0.0,0.972051968503937,0.0,0.0,147.17105196850397
1930,DEU,125.352,0.0,0.0,0.764747007874016,0.0,0.0,126.11674700787404
1931,DEU,104.822003962372,0.0,0.0,0.517761536829205,0.0,0.0,105.3397654992012
1932,DEU,94.448,0.0,0.0,0.389812677165354,0.0,0.0,94.83781267716536
1933,DEU,99.082,0.0,0.0,0.530661023622047,0.0,0.0,99.61266102362204
1934,DEU,110.559,0.085,0.006,0.872862992125984,0.0,0.0,111.52286299212598
1935,DEU,121.9,0.358,0.007,1.18828393700787,0.0,0.0,123.45328393700788
1936,DEU,134.401014481914,0.372997264934703,0.0119999120086232,1.5770931601081,0.0,0.0,136.3631048189654
1937,DEU,151.708,0.378,0.011,1.70009905511811,0.0,0.0,153.79709905511808
1938,DEU,161.479,0.51,0.009,2.10479007874016,0.0,0.0,164.10279007874016
1939,DEU,174.508,0.62,0.016,1.88260677165354,0.0,0.0,177.02660677165355
1940,DEU,176.240986824792,0.884004949802064,0.0080000447945888,1.44915905914698,0.0,0.0,178.58215087853563
1941,DEU,178.054987219934,0.75500418609551,0.0070000388114815,1.53049439128688,0.0,0.0,180.34748583612785
1942,DEU,180.674,0.623,0.007,0.982962755905512,0.0,0.0,182.2869627559055
1943,DEU,183.609990110169,0.59500320853308,0.0050000269624628,1.22399856887154,0.0,0.0,185.43399191453608
1944,DEU,163.19,0.604,0.036,0.0,0.0,0.0,163.83
1945,DEU,31.184,0.456,0.037,0.0,0.0,0.0,31.677
1946,DEU,73.21,0.544,0.045,0.350137086614173,0.0,0.0,74.14913708661416
1947,DEU,85.768,0.483,0.032,0.414609921259842,0.0,0.0,86.69760992125984
1948,DEU,99.566,2.644,0.028,0.877822440944882,0.0,0.0,103.1158224409449
1949,DEU,115.003,1.615,0.022,1.30433503937008,0.0,0.0,117.94433503937007
1950,DEU,135.617,2.065,0.012,1.68422881889764,0.0,1.425,140.80322881889765
1951,DEU,152.503937086787,3.02303839827252,0.0150001905306278,1.89949302477123,0.0,1.675,159.1164687003614
1952,DEU,161.125033843017,3.56297863524615,0.0269998381003778,2.03732935832791,0.0,1.824,168.57634167469146
1953,DEU,162.987957699223,4.67402746406873,0.0620003643072873,2.44303884321517,0.0,1.494,171.66102437081418
1954,DEU,170.708,6.663,0.099,2.58784039370079,0.0,1.706,181.7638403937008
1955,DEU,186.215942937149,8.15504129448462,0.199001007676571,2.89137330239412,0.0,2.109,199.57035854170437
1956,DEU,195.176933244715,10.6160507609844,0.289001381869301,3.03122961203105,0.0,2.407,211.52021499959972
1957,DEU,196.553074329957,12.4189415127839,0.286998648374989,3.05203042956044,0.0,2.161,214.47204492067632
1958,DEU,187.971910447544,15.0450728712584,0.283001370725564,3.13537872960731,0.0,1.906,208.3413634191353
1959,DEU,183.038887220378,19.2210931678825,0.324001570490293,3.69183159571821,0.0,2.006,208.28181355446895
1960,DEU,193.01686873706,24.7251112836439,0.3680016563147,4.03800140272412,0.0,2.344,224.49198307974277
1961,DEU,194.226147701044,28.8458734191657,0.403998227183767,4.37322277802287,0.0,2.436,230.28524212541632
1962,DEU,199.785171280664,36.1268501439368,0.536997772505164,4.59044678535839,0.0,2.648,243.68746598246435
1963,DEU,207.884,44.791,0.699,4.67676023622047,0.0,2.601,260.65176023622047
1964,DEU,206.226779726639,51.8571960678299,1.0440039472938,5.31456544826932,0.0,3.068,267.510545190032
1965,DEU,195.665,59.435,1.511,5.42563700787401,0.0,3.351,265.387637007874
1966,DEU,185.61771470321,66.6712567112802,1.8230070193137,5.55559595821859,0.0,3.776,263.4435743920225
1967,DEU,178.457,69.426,2.395,5.24312929133858,0.0,3.358,258.8791292913386
1968,DEU,180.028669699686,79.2682948749903,3.94801468646189,5.52980600373526,0.0,3.708,272.4827852648734
1969,DEU,187.277,88.481,5.628,5.73213094488189,0.0,4.05,291.16813094488185
1970,DEU,164.638,101.019,8.124,6.24692173228346,0.0,4.866,284.8939217322835
1971,DEU,160.516433210689,104.989629277835,10.9669612752645,6.61561750092912,0.0,5.068,288.1566412647176
1972,DEU,151.085468813174,111.901606575936,14.3699494780808,6.8899643831889,0.0,5.389,289.63598925037974
1973,DEU,153.364,117.833,18.491,6.63797710450315,0.0,5.208,301.53397710450315
1974,DEU,154.433468055938,106.558632960182,23.0609205669606,5.99253699648181,0.0,4.785,294.8305585795624
1975,DEU,140.824,102.841,24.239,5.68960978321507,0.0,4.372,277.9656097832151
1976,DEU,151.739018010312,114.454767871939,25.5551714485067,5.96951394919222,0.0,4.38,302.09847127994993
1977,DEU,141.006490084041,113.763395397577,26.7600930077367,5.75402191730226,0.0,4.56,291.84400040665696
1978,DEU,142.942484488386,116.860396085915,28.7310973810064,5.98911235773556,0.0,4.464,298.9870903130429
1979,DEU,149.883490310445,117.791385328274,31.3101024240243,6.11555607426575,0.0,4.611,309.71153413700904
1980,DEU,150.43,112.57,31.51,5.72635228193455,0.0,4.695,304.9313522819345
1981,DEU,152.224,98.608,30.022,5.31503857020678,0.0,4.903,291.0720385702068
1982,DEU,150.331,94.013,27.843,5.0329491839316,0.0,4.474,281.6939491839316
1983,DEU,151.129454018006,90.992671272814,28.9358954639384,5.03502091523368,0.0,4.294,280.3870416699921
1984,DEU,156.204,91.4,29.621,4.77406642173355,0.0,4.245,286.2440664217336
1985,DEU,158.126553499671,92.8553250269529,29.6211036844906,4.36370845735473,0.0,4.994,289.9606906684692
1986,DEU,156.594453746629,97.3876602795539,27.4429042700517,4.45705149912916,0.0,6.088,291.97006979536377
1987,DEU,152.899541053451,94.3053337107875,29.8981057980502,4.3112698439738,0.366001295139687,5.438,287.2182517014021
1988,DEU,150.89,95.868,29.377,4.38219692232876,0.33,5.101,285.94819692232875
1989,DEU,149.23,88.099,33.272,4.56342075311055,0.161,5.057,280.3824207531106
1990,DEU,155.326605545917,90.9572838645442,33.3740356885385,4.17501858624454,1.04821188963155,5.18287323560044,290.06402881047626
1991,DEU,137.566209233998,96.95743933378,35.5202286810384,3.75031413755458,0.987816893261463,4.83067594864629,279.61268422827874
1992,DEU,123.993047946181,97.6858074880368,35.3082935129609,3.94213971069869,0.966223699647926,4.82084513593068,266.716357493456
1993,DEU,117.56985256425,99.5016009615621,37.1965133759193,3.96595354803493,0.905515562813865,5.47647606904203,264.61591208162224
1994,DEU,114.133405221809,96.5525953674036,38.7963686861117,4.18685245633188,0.878904801050764,5.5047843707178,260.0529109034248
1995,DEU,110.820400594173,95.978083255655,41.7495791222184,4.24737904939956,0.835171035398472,5.6518089895333,259.28242204637775
1996,DEU,109.337456502989,98.531506071199,46.3854615783146,4.04232467046943,0.876990841861354,5.88899146045306,265.0627311252864
1997,DEU,105.58518584957,96.3556470658169,44.4534887419323,4.16893261678493,0.884128854975437,6.16805790995906,257.6154410390386
1998,DEU,103.023902946475,96.0375581659125,45.1358632250094,4.24251196855895,0.864698511372817,6.17855588284116,255.48309070016984
1999,DEU,98.2674290384662,93.0146874910125,45.2039562790579,4.30433736539301,0.849662746337336,6.59381129651201,248.23388421677896
2000,DEU,101.926908680834,90.2665619073626,45.4204436165116,4.16290333302402,0.816726795098253,6.99895560795579,249.59249994078624
2001,DEU,102.762007018803,92.4826293154294,47.4344651058849,3.68559397156113,0.810466914175764,6.87811136364083,254.05327368949503
2002,DEU,102.561618053879,88.5405242373208,47.3825746047011,3.49963127751092,0.809473828673581,6.98345751782751,249.77727951991287
2003,DEU,103.581776776486,87.2576042715375,47.7236557835903,3.68644863995633,0.81959946591976,7.28136166943777,250.3504466069276
2004,DEU,102.613970893983,84.6565192964119,47.3100935462016,3.83961179074782,0.799192334211244,7.53749537956878,246.7568832411244
2005,DEU,99.1338221467012,82.972789525383,47.329763634266,3.56162775412118,0.80618412018559,8.27258559647653,242.0767727771335
2006,DEU,100.868721907771,83.0071860718786,48.6852166154511,3.64090080447598,0.837641445682314,8.68121900958515,245.7208858548441
2007,DEU,103.540974984316,73.6359367091958,47.6058063107416,3.94352456569323,0.815702908138646,9.26461418621179,238.80655966429703
2008,DEU,97.2182375271306,79.4837464258506,49.0777108397246,3.7059267518286,0.803705003195961,9.23021022291758,239.519536770648
2009,DEU,86.7612918592831,76.4626060167204,45.6878908508505,3.42767651315502,0.702875054252183,8.93709788986081,221.979438184122
2010,DEU,93.7094677222425,76.5410876257742,50.2159318929577,3.39287450289301,0.704619477469978,8.88983890180677,233.45382012314417
2011,DEU,94.0733559257606,73.6491059270842,45.9599895083161,3.65536708215065,0.729505386659389,8.53426766610808,226.601591496079
2012,DEU,95.4669236402393,73.8826306150974,45.8651180816292,3.62681236588428,0.725233300461244,8.88501651271834,228.45173451602977
2013,DEU,97.4043511292458,77.1157496636863,46.5436739740904,3.41238512811408,0.733872805117358,8.8037033393559,234.01373603960985
2014,DEU,94.120397931754,74.6000709937873,41.5608472126492,3.52199572106987,0.67638401952238,8.52872245038755,223.0084183291703
2015,DEU,93.0752292098945,75.2824921712427,42.97655310166,3.4458389911572,0.647823425941594,8.57617834614083,224.0041152460368
2016,DEU,89.9151522102247,76.1785504615457,46.2543354524427,3.45598099536026,0.638698189085699,9.46649747131004,225.90921477996912
2017,DEU,84.8184146833233,76.2662130617158,46.7870681854818,3.65942910687773,0.616869776424673,9.75800343396561,221.9059982477889
2018,DEU,80.7004470481195,72.4604866721643,46.2811476732034,3.61023494950873,0.54533560463155,9.46478029914029,213.0624322467678
2019,DEU,65.533648221331,73.9712433434079,47.0861621760298,3.62626645431223,0.551158909052948,9.08705680021288,199.8555359043468
2020,DEU,54.1919857893659,69.4408709214374,46.6862267590008,3.64560352745633,0.492979883515284,4.69691866247271,179.15458554324843
2021,DEU,63.4098331703721,66.2643318698426,49.0597001693743,3.72276665272926,0.499732630907993,4.75023264825485,187.7065971414811
2022,DEU,66.155975465286,67.7357127368264,41.4534145857786,3.50206211381791,0.501236019668781,5.48958643585559,184.8379873572333
1867,GRC,0.046,0.0,0.0,0.0,0.0,0.0,0.046
1868,GRC,0.023,0.0,0.0,0.0,0.0,0.0,0.023
1869,GRC,0.053,0.0,0.0,0.0,0.0,0.0,0.053
1870,GRC,0.055,0.0,0.0,0.0,0.0,0.0,0.055
1871,GRC,0.081,0.0,0.0,0.0,0.0,0.0,0.081
1872,GRC,0.048,0.0,0.0,0.0,0.0,0.0,0.048
1873,GRC,0.053,0.0,0.0,0.0,0.0,0.0,0.053
1874,GRC,0.041,0.0,0.0,0.0,0.0,0.0,0.041
1875,GRC,0.045,0.0,0.0,0.0,0.0,0.0,0.045
1879,GRC,0.001,0.0,0.0,0.0,0.0,0.0,0.001
1883,GRC,0.001,0.0,0.0,0.0,0.0,0.0,0.001
1888,GRC,0.001,0.0,0.0,0.0,0.0,0.0,0.001
1892,GRC,0.101,0.0,0.0,0.0,0.0,0.0,0.101
1893,GRC,0.089,0.0,0.0,0.0,0.0,0.0,0.089
1894,GRC,0.091,0.0,0.0,0.0,0.0,0.0,0.091
1895,GRC,0.085,0.0,0.0,0.0,0.0,0.0,0.085
1896,GRC,0.102,0.0,0.0,0.0,0.0,0.0,0.102
1897,GRC,0.099,0.0,0.0,0.0,0.0,0.0,0.099
1898,GRC,0.126,0.0,0.0,0.0,0.0,0.0,0.126
1899,GRC,0.066,0.0,0.0,0.0,0.0,0.0,0.066
1900,GRC,0.114,0.0,0.0,0.0,0.0,0.0,0.114
1901,GRC,0.114,0.0,0.0,0.0,0.0,0.0,0.114
1902,GRC,0.091,0.0,0.0,0.0,0.0,0.0,0.091
1903,GRC,0.109,0.0,0.0,0.0,0.0,0.0,0.109
1904,GRC,0.097,0.0,0.0,0.0,0.0,0.0,0.097
1905,GRC,0.076,0.0,0.0,0.0,0.0,0.0,0.076
1906,GRC,0.071,0.0,0.0,0.0,0.0,0.0,0.071
1907,GRC,0.117,0.0,0.0,0.0,0.0,0.0,0.117
1908,GRC,0.199,0.0,0.0,0.0,0.0,0.0,0.199
1909,GRC,0.153,0.0,0.0,0.0,0.0,0.0,0.153
1910,GRC,0.196,0.0,0.0,0.0,0.0,0.0,0.196
1911,GRC,0.247,0.0,0.0,0.0,0.0,0.0,0.247
1913,GRC,0.365,0.0,0.0,0.0,0.0,0.0,0.365
1914,GRC,0.003,0.0,0.0,0.0,0.0,0.0,0.003
1915,GRC,0.006,0.0,0.0,0.0,0.0,0.0,0.006
1916,GRC,0.018,0.0,0.0,0.0,0.0,0.0,0.018
1917,GRC,0.025,0.0,0.0,0.0,0.0,0.0,0.025
1918,GRC,0.034,0.0,0.0,0.0,0.0,0.0,0.034
1919,GRC,0.029,0.0,0.0,0.0,0.0,0.0,0.029
1920,GRC,0.185,0.0,0.0,0.0,0.0,0.0,0.185
1921,GRC,0.203,0.0,0.0,0.0,0.0,0.0,0.203
1922,GRC,0.185,0.0,0.0,0.0,0.0,0.0,0.185
1923,GRC,0.251,0.0,0.0,0.0,0.0,0.0,0.251
1924,GRC,0.354,0.0,0.0,0.0,0.0,0.0,0.354
1925,GRC,0.4781146025878,0.0618853974121996,0.0,0.0,0.0,0.0,0.5399999999999996
1926,GRC,0.423,0.074,0.0,0.0,0.0,0.0,0.497
1927,GRC,0.53914691943128,0.0928530805687204,0.0,0.0,0.0,0.0,0.6320000000000005
1928,GRC,0.522,0.106,0.0,0.0198377952755905,0.0,0.0,0.6478377952755905
1929,GRC,0.593,0.124,0.0,0.0208296850393701,0.0,0.0,0.7378296850393701
1930,GRC,0.619795629820051,0.1351735218509,0.0,0.0238359524725219,0.0,0.0,0.7788051041434729
1931,GRC,0.58,0.138,0.0,0.0267810236220472,0.0,0.0,0.7447810236220471
1932,GRC,0.553,0.152,0.0,0.0267810236220472,0.0,0.0,0.7317810236220472
1933,GRC,0.447712918660287,0.153244019138756,0.0,0.0268237365783822,0.0,0.0,0.6277806743774252
1934,GRC,0.564,0.175,0.0,0.0337242519685039,0.0,0.0,0.7727242519685038
1935,GRC,0.553696473551637,0.204256926952141,0.0,0.0367461428231421,0.0,0.0,0.7946995433269202
1936,GRC,0.646,0.235,0.0,0.037691811023622,0.0,0.0,0.918691811023622
1937,GRC,0.669,0.271,0.0,0.0386837007874016,0.0,0.0,0.9786837007874016
1938,GRC,0.66614157014157,0.0679124839124839,0.0,0.0416057544158332,0.0,0.0,0.7756598084698872
1939,GRC,0.022,0.0,0.0,0.0466188188976378,0.0,0.0,0.0686188188976378
1940,GRC,0.039,0.0,0.0,0.0257891338582677,0.0,0.0,0.0647891338582677
1941,GRC,0.028,0.0,0.0,0.0089270078740157,0.0,0.0,0.0369270078740157
1942,GRC,0.0579344262295082,0.0,0.0,0.0040326010068413,0.0,0.0,0.0619670272363495
1943,GRC,0.058,0.0,0.0,0.0,0.0,0.0,0.058
1944,GRC,0.03,0.0,0.0,0.0,0.0,0.0,0.03
1945,GRC,0.011,0.0,0.0,0.0069432283464566,0.0,0.0,0.0179432283464566
1946,GRC,0.02,0.0,0.0,0.0138864566929134,0.0,0.0,0.0338864566929134
1947,GRC,0.021,0.0,0.0,0.0247972440944882,0.0,0.0,0.0457972440944882
1948,GRC,0.198462162162162,0.132640540540541,0.0,0.0375899412640987,0.0,0.0,0.3686926439668017
1949,GRC,0.238,0.165,0.0,0.0446350393700787,0.0,0.0,0.4476350393700787
1950,GRC,0.249,0.824,0.0,0.0535620472440945,0.0,0.077,1.2035620472440944
1951,GRC,0.3087528,0.8812944,0.0,0.0584746788661417,0.0,0.085,1.3335218788661416
1952,GRC,0.264797864225782,0.964263920671243,0.0,0.0802817870592263,0.0,0.072,1.3813435719562512
1953,GRC,0.313234808702176,0.919689422355589,0.0,0.100256020579948,0.0,0.118,1.4511802516377132
1954,GRC,0.368,0.904,0.0,0.115059212598425,0.0,0.265,1.652059212598425
1955,GRC,0.409,1.063,0.0,0.152751023622047,0.0,0.191,1.815751023622047
1956,GRC,0.407237179487179,1.14166491841492,0.0,0.166734588403722,0.0,0.134,1.849636686305821
1957,GRC,0.482,1.212,0.0,0.165645590551181,0.0,0.136,1.995645590551181
1958,GRC,0.509,1.343,0.0,0.180523937007874,0.0,0.099,2.131523937007874
1959,GRC,0.603,1.419,0.0,0.194410393700787,0.0,0.168,2.3844103937007874
1960,GRC,0.851331903276131,1.49058112324493,0.0,0.221277685426315,0.0,0.471,3.034190711947376
1961,GRC,0.896,1.533,0.0,0.247972440944882,0.0,0.666,3.3429724409448816
1962,GRC,0.899675441759827,1.61041904075009,0.0,0.259781401875793,0.0,0.828,3.5978758843857097
1963,GRC,1.193,1.838,0.0,0.309469606299213,0.0,0.943,4.283469606299213
1964,GRC,1.347,1.896,0.0,0.360055984251968,0.0,0.803,4.406055984251968
1965,GRC,1.74,2.466,0.0,0.433455826771653,0.0,0.913,5.552455826771654
1966,GRC,1.721,2.877,0.0,0.484042204724409,0.0,0.81,5.892042204724408
1967,GRC,1.723,3.135,0.0,0.465196299212598,0.0,0.875,6.198196299212597
1968,GRC,1.816,3.716,0.0,0.550498818897638,0.0,0.606,6.688498818897638
1969,GRC,2.182,4.107,0.0,0.652663464566929,0.0,0.59,7.531663464566929
1970,GRC,1.556,4.375,0.0,0.653655354330709,0.0,0.844,7.42865535433071
1971,GRC,1.826,5.006,0.0,0.741556390946598,0.0,0.898,8.4715563909466
1972,GRC,1.901,5.855,0.0,0.834969057717396,0.0,1.166,9.756969057717397
1973,GRC,2.318,6.959,0.0,0.85706488117271,0.0,1.271,11.40506488117271
1974,GRC,2.45375156914355,6.46834511034622,0.0,0.920088772245925,0.0,0.981,10.823185451735696
1975,GRC,3.09870769666101,6.42239417091115,0.0,1.03287306651346,0.0,1.153,11.70697493408562
1976,GRC,3.658,6.855,0.0,1.12879741676501,0.0,1.247,12.88879741676501
1977,GRC,3.764,7.614,0.0,1.35594081273484,0.0,1.268,14.00194081273484
1978,GRC,3.255,8.323,0.0,1.43458576394135,0.0,1.564,14.576585763941347
1979,GRC,3.697,8.646,0.0,1.52673385336844,0.0,1.548,15.41773385336844
1980,GRC,3.502,8.799,0.0,1.58783600809108,0.0,1.358,15.24683600809108
1981,GRC,3.896,8.176,0.0,1.60851934569564,0.0,1.521,15.20151934569564
1982,GRC,4.245,8.168,0.059,1.58607072732456,0.0,1.397,15.45507072732456
1983,GRC,5.231,7.942,0.043,1.73743116651945,0.0,1.309,16.26243116651945
1984,GRC,5.62436148605219,8.04851729014012,0.0470030209538501,1.6417258063978,0.0,1.332,16.69360760354396
1985,GRC,6.481,8.141,0.045,1.64629873635462,0.0,1.629,17.942298736354623
1986,GRC,6.645,7.61,0.056,1.59359146757774,0.0,2.088,17.99259146757774
1987,GRC,7.241,8.213,0.064,1.56069303159213,0.0,2.185,19.26369303159213
1988,GRC,7.94057172904757,8.75252793657642,0.0719961169237407,1.53408811406074,0.0009999460683852,2.397,20.697183842676857
1989,GRC,8.57242374808443,9.86748776508972,0.0840041524543972,1.46165705456958,0.0010000494339809,2.382,22.368572769632117
1990,GRC,10.8589347502041,9.81839652257042,0.234217489913976,1.57251482027782,0.0116532530769863,2.88769278196228,25.383409618005583
1991,GRC,10.4813104457312,10.2160294127325,0.227271456577756,1.55997994266337,0.0117786979874806,2.61174633713373,25.10811629282604
1992,GRC,11.052144300574,10.1678544169508,0.112808010199479,1.59965557895104,0.0099064619224171,2.93735085935437,25.879719627952102
1993,GRC,10.961756749853,10.1100666381308,0.0868174197666096,1.60344652218094,0.0080421832222712,3.3658307841417,26.13596029729532
1994,GRC,11.4993241617902,10.198661109047,0.0546803440680785,1.61474043058301,0.007034036017504,3.65537518044318,27.02981526194897
1995,GRC,11.0336091221344,10.6805465415776,0.0529156155028439,1.73482325184602,0.0061556704879642,3.82216281640453,27.330213017953355
1996,GRC,10.7068926669416,11.5926685031326,0.0566623508018459,1.73969732171303,0.0068109788218324,3.41984771379722,27.52257953520813
1997,GRC,11.6344893864515,11.863121142265,0.116820450069099,1.74882497684087,0.0061824562431426,3.40495230820999,28.7743907200796
1998,GRC,12.1605357095494,12.3115964108632,0.449097458288536,1.74214932447695,0.0042599415243702,3.75744998276736,30.42508882746981
1999,GRC,11.7586882538693,12.2042670954348,0.777410778618352,1.73754467555736,0.0002312541411928,3.50142794587576,29.979570003496764
2000,GRC,12.514026901648,12.4543554044935,1.08688077283196,1.78405108536049,0.0038117994969578,3.82600460526059,31.669130569091497
2001,GRC,12.8328627430976,12.7892646777925,1.07067899409671,1.79200852829246,0.0026825301197244,3.68822412080868,32.17572159420767
2002,GRC,12.4302069645693,13.0714776630929,1.15727032274634,1.72305309429446,0.0026286237184497,3.36844857268472,31.75308524110617
2003,GRC,12.4497528936034,14.0114489580575,1.29828091314283,1.73802636755427,0.0019176596520685,3.63105669835191,33.130483490361975
2004,GRC,12.8531403235853,13.5870268656204,1.43139576934214,1.73687248390066,0.0018687800134307,3.67745363313772,33.28775785559965
2005,GRC,12.7194397172837,14.7291754882708,1.46967396534878,1.85347029483891,0.0015258849108358,3.22464278732193,33.99792813797496
2006,GRC,11.6795353436656,15.202093709973,1.7150184637498,1.80109666427802,0.0015341389966862,3.4736721761113,33.8729504967744
2007,GRC,12.3342100794306,14.7568018242221,2.1310261354611,1.74853479077695,0.0012485467570815,3.57636306221607,34.5481844388639
2008,GRC,11.813667134617,14.3898775504744,2.21318755799561,1.65216522178052,0.0009691180765969,3.51045873728908,33.58032532023321
2009,GRC,11.5291869597875,13.6811817283499,1.80766797057741,1.25047013710904,0.0012104369884242,3.04252881854302,31.31224605135529
2010,GRC,11.2608782286775,12.0091808883433,1.95579777613836,1.14863447045299,0.0016288176600735,3.10399012077954,29.480110302051763
2011,GRC,11.4846111290882,11.0537196849318,2.40474368287424,0.663325902956354,0.0014304638479294,3.1801489438642,28.787979807562724
2012,GRC,11.8059365292625,9.90678572317686,2.20907314476842,0.8458797340331,0.0013522517571158,2.65498522168477,27.424012604682765
2013,GRC,10.1775962949591,8.98267097734588,2.00212081028564,0.993165048930765,0.001111374218846,2.56079563805992,24.717460143800157
2014,GRC,9.61440169934027,9.13949847423733,1.51720525466546,1.04310193604325,0.0010222671838711,2.42310828441234,23.73833791588252
2015,GRC,8.17381303019058,9.54794049573191,1.6470402010934,0.94631027043334,0.0009931306883504,2.36280105245487,22.678898180592448
2016,GRC,6.4392810749707,9.7091485178898,2.15942362157659,1.02954170549054,0.0025563041527497,2.36485549394583,21.70480671802621
2017,GRC,7.10134235377836,9.56157712940038,2.60264197023302,1.00578883154574,0.0021034217990132,2.83507744690577,23.108531153662284
2018,GRC,6.78248730097195,9.23567389279309,2.47591296886795,0.933262358336663,0.0029941595408753,2.99727341020087,22.427604090711394
2019,GRC,4.87959358259992,9.26363375917221,2.72875906130802,0.917089212556845,0.0024678738652802,3.33269531917713,21.124238808679408
2020,GRC,2.76511378828533,8.47976939593247,3.01392246806464,0.812714023476762,0.0014113713945065,1.81803897470047,16.89097002185418
2021,GRC,2.52495109038171,8.82166532033591,3.37285968589505,0.864295200518767,0.0009609982229443,1.83867524946141,17.423407544815788
2022,GRC,2.52495109038171,9.94442272474229,2.73741989226954,0.951878428102815,0.0009609982229443,2.12485734000732,18.28449047372662
1851,HUN,0.075,0.0,0.0,0.0,0.0,0.0,0.075
1852,HUN,0.094,0.0,0.0,0.0,0.0,0.0,0.094
1853,HUN,0.094,0.0,0.0,0.0,0.0,0.0,0.094
1854,HUN,0.119,0.0,0.0,0.0,0.0,0.0,0.119
1855,HUN,0.124,0.0,0.0,0.0,0.0,0.0,0.124
1856,HUN,0.13,0.0,0.0,0.0,0.0,0.0,0.13
1857,HUN,0.149,0.0,0.0,0.0,0.0,0.0,0.149
1858,HUN,0.104,0.0,0.0,0.0,0.0,0.0,0.104
1859,HUN,0.21,0.0,0.0,0.0,0.0,0.0,0.21
1860,HUN,0.247,0.0,0.0,0.0,0.0,0.0,0.247
1861,HUN,0.262,0.0,0.0,0.0,0.0,0.0,0.262
1862,HUN,0.316,0.0,0.0,0.0,0.0,0.0,0.316
1863,HUN,0.33,0.0,0.0,0.0,0.0,0.0,0.33
1864,HUN,0.33,0.0,0.0,0.0,0.0,0.0,0.33
1865,HUN,0.343,0.0,0.0,0.0,0.0,0.0,0.343
1866,HUN,0.39,0.0,0.0,0.0,0.0,0.0,0.39
1867,HUN,0.461,0.0,0.0,0.0,0.0,0.0,0.461
1868,HUN,0.493,0.0,0.0,0.0,0.0,0.0,0.493
1869,HUN,0.536,0.0,0.0,0.0,0.0,0.0,0.536
1870,HUN,0.579,0.0,0.0,0.0,0.0,0.0,0.579
1871,HUN,0.718,0.0,0.0,0.0,0.0,0.0,0.718
1872,HUN,0.763,0.0,0.0,0.0,0.0,0.0,0.763
1873,HUN,0.796,0.0,0.0,0.0,0.0,0.0,0.796
1874,HUN,0.698,0.0,0.0,0.0,0.0,0.0,0.698
1875,HUN,0.719,0.0,0.0,0.0,0.0,0.0,0.719
1876,HUN,0.741,0.013,0.0,0.0,0.0,0.0,0.754
1877,HUN,0.781,0.007,0.0,0.0,0.0,0.0,0.788
1878,HUN,0.785,0.0,0.0,0.0,0.0,0.0,0.785
1879,HUN,0.783,0.0,0.0,0.0,0.0,0.0,0.783
1880,HUN,0.904,0.0,0.0,0.0,0.0,0.0,0.904
1881,HUN,0.967,0.002,0.0,0.0,0.0,0.0,0.969
1882,HUN,0.977,0.001,0.0,0.0,0.0,0.0,0.978
1883,HUN,1.113,0.0,0.0,0.0,0.0,0.0,1.113
1884,HUN,1.182,0.0,0.0,0.0,0.0,0.0,1.182
